x;y;waterlevel;nutrients
325;4;29;44
325;3;39;43
325;2;36;90
325;1;11;11
325;0;95;30
324;238;67;73
324;237;35;67
324;236;91;64
324;235;16;45
324;234;82;62
324;233;87;82
324;232;31;93
324;231;91;24
324;230;29;82
324;229;65;12
324;228;25;71
324;227;72;45
324;226;31;92
324;225;54;54
324;224;50;37
324;223;88;34
324;222;84;41
324;221;83;67
324;220;51;12
324;219;35;47
324;218;99;57
324;217;91;18
324;216;47;65
324;215;41;60
324;214;18;75
324;213;83;91
324;212;58;84
324;211;91;46
324;210;42;58
324;209;18;29
324;208;59;17
324;207;71;65
324;206;99;77
324;205;10;23
324;204;54;22
324;203;96;78
324;202;30;85
324;201;57;38
324;200;93;52
324;199;60;15
324;198;78;93
324;197;58;57
324;196;83;98
324;195;78;18
324;194;53;46
324;193;81;40
324;192;19;23
324;191;83;93
324;190;46;85
324;189;16;33
324;188;23;17
324;187;52;98
324;186;90;59
324;185;78;23
324;184;13;94
324;183;21;59
324;182;42;59
324;181;16;46
324;180;49;21
324;179;75;90
324;178;37;50
324;177;96;83
324;176;48;93
324;175;82;25
324;174;43;41
324;173;13;47
324;172;88;97
324;171;64;56
324;170;14;38
324;169;10;75
324;168;88;85
324;167;29;50
324;166;65;38
