x;y;type
21;2;tree
22;2;tree
23;2;tree
24;2;tree
25;2;tree
26;2;tree
27;2;tree
28;2;tree
29;2;tree
30;2;tree
31;2;tree
32;2;tree
33;2;tree
34;2;tree
35;2;tree
36;2;tree
37;2;tree
38;2;tree
39;2;tree
40;2;tree
41;2;tree
42;2;tree
43;2;tree
44;2;tree
45;2;tree
46;2;tree
47;2;tree
48;2;tree
49;2;tree
50;2;tree
51;2;tree
52;2;tree
53;2;tree
54;2;tree
55;2;tree
56;2;tree
57;2;tree
58;2;tree
59;2;tree
60;2;tree
61;2;tree
62;2;tree
63;2;tree
64;2;tree
65;2;tree
66;2;tree
67;2;tree
68;2;tree
69;2;tree
70;2;tree
71;2;tree
72;2;tree
73;2;tree
74;2;tree
75;2;tree
76;2;tree
77;2;tree
78;2;tree
79;2;tree
80;2;tree
81;2;tree
82;2;tree
83;2;tree
84;2;tree
85;2;tree
86;2;tree
87;2;tree
88;2;tree
89;2;tree
90;2;tree
91;2;tree
92;2;tree
93;2;tree
94;2;tree
95;2;tree
96;2;tree
97;2;tree
98;2;tree
99;2;tree
100;2;tree
101;2;tree
102;2;tree
103;2;tree
104;2;tree
105;2;tree
106;2;tree
107;2;tree
108;2;tree
109;2;tree
110;2;tree
111;2;tree
112;2;tree
113;2;tree
114;2;tree
115;2;tree
116;2;tree
0;3;tree
1;3;tree
2;3;tree
3;3;tree
4;3;tree
5;3;tree
6;3;tree
7;3;tree
8;3;tree
9;3;tree
10;3;tree
11;3;tree
12;3;tree
13;3;tree
14;3;tree
15;3;tree
16;3;tree
17;3;tree
18;3;tree
19;3;tree
20;3;tree
21;3;tree
22;3;tree
23;3;tree
24;3;tree
25;3;tree
26;3;tree
27;3;tree
28;3;tree
29;3;tree
30;3;tree
31;3;tree
32;3;tree
33;3;tree
34;3;tree
35;3;tree
36;3;tree
37;3;tree
38;3;tree
39;3;tree
40;3;tree
41;3;tree
42;3;tree
43;3;tree
44;3;tree
45;3;tree
46;3;tree
47;3;tree
48;3;tree
49;3;tree
50;3;tree
51;3;tree
52;3;tree
53;3;tree
54;3;tree
55;3;tree
56;3;tree
57;3;tree
58;3;tree
59;3;tree
60;3;tree
61;3;tree
62;3;tree
63;3;tree
64;3;tree
65;3;tree
66;3;tree
67;3;tree
68;3;tree
69;3;tree
70;3;tree
71;3;tree
72;3;tree
73;3;tree
74;3;tree
75;3;tree
76;3;tree
77;3;tree
78;3;tree
79;3;tree
80;3;tree
81;3;tree
82;3;tree
83;3;tree
84;3;tree
85;3;tree
86;3;tree
87;3;tree
88;3;tree
89;3;tree
90;3;tree
91;3;tree
92;3;tree
93;3;tree
94;3;tree
95;3;tree
96;3;tree
97;3;tree
98;3;tree
99;3;tree
100;3;tree
101;3;tree
102;3;tree
103;3;tree
104;3;tree
105;3;tree
106;3;tree
107;3;tree
108;3;tree
109;3;tree
110;3;tree
111;3;tree
112;3;tree
113;3;tree
114;3;tree
115;3;tree
116;3;tree
0;4;tree
1;4;tree
2;4;tree
3;4;tree
4;4;tree
5;4;tree
6;4;tree
7;4;tree
8;4;tree
9;4;tree
10;4;tree
11;4;tree
12;4;tree
13;4;tree
14;4;tree
15;4;tree
16;4;tree
17;4;tree
18;4;tree
19;4;tree
20;4;tree
21;4;tree
22;4;tree
23;4;tree
24;4;tree
25;4;tree
26;4;tree
27;4;tree
28;4;tree
29;4;tree
30;4;tree
31;4;tree
32;4;tree
33;4;tree
34;4;tree
35;4;tree
36;4;tree
37;4;tree
38;4;tree
39;4;tree
40;4;tree
41;4;tree
42;4;tree
43;4;tree
44;4;tree
45;4;tree
46;4;tree
47;4;tree
48;4;tree
49;4;tree
50;4;tree
51;4;tree
52;4;tree
53;4;tree
54;4;tree
55;4;tree
56;4;tree
57;4;tree
58;4;tree
59;4;tree
60;4;tree
61;4;tree
62;4;tree
63;4;tree
64;4;tree
65;4;tree
66;4;tree
67;4;tree
68;4;tree
69;4;tree
70;4;tree
71;4;tree
72;4;tree
73;4;tree
74;4;tree
75;4;tree
76;4;tree
77;4;tree
78;4;tree
79;4;tree
80;4;tree
81;4;tree
82;4;tree
83;4;tree
84;4;tree
85;4;tree
86;4;tree
87;4;tree
88;4;tree
89;4;tree
90;4;tree
91;4;tree
92;4;tree
93;4;tree
94;4;tree
95;4;tree
96;4;tree
97;4;tree
98;4;tree
99;4;tree
100;4;tree
101;4;tree
102;4;tree
103;4;tree
104;4;tree
105;4;tree
106;4;tree
107;4;tree
108;4;tree
109;4;tree
110;4;tree
111;4;tree
112;4;tree
113;4;tree
114;4;tree
115;4;tree
116;4;tree
0;5;tree
1;5;tree
2;5;tree
3;5;tree
4;5;tree
5;5;tree
6;5;tree
7;5;tree
8;5;tree
9;5;tree
10;5;tree
11;5;tree
12;5;tree
13;5;tree
14;5;tree
15;5;tree
16;5;tree
17;5;tree
18;5;tree
19;5;tree
20;5;tree
21;5;tree
22;5;tree
23;5;tree
24;5;tree
25;5;tree
26;5;tree
27;5;tree
28;5;tree
29;5;tree
30;5;tree
31;5;tree
32;5;tree
33;5;tree
34;5;tree
35;5;tree
36;5;tree
37;5;tree
38;5;tree
39;5;tree
40;5;tree
41;5;tree
42;5;tree
43;5;tree
44;5;tree
45;5;tree
46;5;tree
47;5;tree
48;5;tree
49;5;tree
50;5;tree
51;5;tree
52;5;tree
53;5;tree
54;5;tree
55;5;tree
56;5;tree
57;5;tree
58;5;tree
59;5;tree
60;5;tree
61;5;tree
62;5;tree
63;5;tree
64;5;tree
65;5;tree
66;5;tree
67;5;tree
68;5;tree
69;5;tree
70;5;tree
71;5;tree
72;5;tree
73;5;tree
74;5;tree
75;5;tree
76;5;tree
77;5;tree
78;5;tree
79;5;tree
80;5;tree
81;5;tree
82;5;tree
83;5;tree
84;5;tree
85;5;tree
86;5;tree
87;5;tree
88;5;tree
89;5;tree
90;5;tree
91;5;tree
92;5;tree
93;5;tree
94;5;tree
95;5;tree
96;5;tree
97;5;tree
98;5;tree
99;5;tree
100;5;tree
101;5;tree
102;5;tree
103;5;tree
104;5;tree
105;5;tree
106;5;tree
107;5;tree
108;5;tree
109;5;tree
110;5;tree
111;5;tree
112;5;tree
113;5;tree
114;5;tree
115;5;tree
116;5;tree
0;6;tree
1;6;tree
2;6;tree
3;6;tree
4;6;tree
5;6;tree
6;6;tree
7;6;tree
8;6;tree
9;6;tree
10;6;tree
11;6;tree
12;6;tree
13;6;tree
14;6;tree
15;6;tree
16;6;tree
17;6;tree
18;6;tree
19;6;tree
20;6;tree
21;6;tree
22;6;tree
23;6;tree
24;6;tree
25;6;tree
26;6;tree
27;6;tree
28;6;tree
29;6;tree
30;6;tree
31;6;tree
32;6;tree
33;6;tree
34;6;tree
35;6;tree
36;6;tree
37;6;tree
38;6;tree
39;6;tree
40;6;tree
41;6;tree
42;6;tree
43;6;tree
44;6;tree
45;6;tree
46;6;tree
47;6;tree
48;6;tree
49;6;tree
50;6;tree
51;6;tree
52;6;tree
53;6;tree
54;6;tree
55;6;tree
56;6;tree
57;6;tree
58;6;tree
59;6;tree
60;6;tree
61;6;tree
62;6;tree
63;6;tree
64;6;tree
65;6;tree
66;6;tree
67;6;tree
68;6;tree
69;6;tree
70;6;tree
71;6;tree
72;6;tree
73;6;tree
74;6;tree
75;6;tree
76;6;tree
77;6;tree
78;6;tree
79;6;tree
80;6;tree
81;6;tree
82;6;tree
83;6;tree
84;6;tree
85;6;tree
86;6;tree
87;6;tree
88;6;tree
89;6;tree
90;6;tree
91;6;tree
92;6;tree
93;6;tree
94;6;tree
95;6;tree
96;6;tree
97;6;tree
98;6;tree
99;6;tree
100;6;tree
101;6;tree
102;6;tree
103;6;tree
104;6;tree
105;6;tree
106;6;tree
107;6;tree
108;6;tree
109;6;tree
110;6;tree
111;6;tree
112;6;tree
113;6;tree
114;6;tree
115;6;tree
116;6;tree
0;7;tree
1;7;tree
2;7;tree
3;7;tree
4;7;tree
5;7;tree
6;7;tree
7;7;tree
8;7;tree
9;7;tree
10;7;tree
11;7;tree
12;7;tree
13;7;tree
14;7;tree
15;7;tree
16;7;tree
17;7;tree
18;7;tree
19;7;tree
20;7;tree
21;7;tree
22;7;tree
23;7;tree
24;7;tree
25;7;tree
26;7;tree
27;7;tree
28;7;tree
29;7;tree
30;7;tree
31;7;tree
32;7;tree
33;7;tree
34;7;tree
35;7;tree
36;7;tree
37;7;tree
38;7;tree
39;7;tree
40;7;tree
41;7;tree
42;7;tree
43;7;tree
44;7;tree
45;7;tree
46;7;tree
47;7;tree
48;7;tree
49;7;tree
50;7;tree
51;7;tree
52;7;tree
53;7;tree
54;7;tree
55;7;tree
56;7;tree
57;7;tree
58;7;tree
59;7;tree
60;7;tree
61;7;tree
62;7;tree
63;7;tree
64;7;tree
65;7;tree
66;7;tree
67;7;tree
68;7;tree
69;7;tree
70;7;tree
71;7;tree
72;7;tree
73;7;tree
74;7;tree
75;7;tree
76;7;tree
77;7;tree
78;7;tree
79;7;tree
80;7;tree
81;7;tree
82;7;tree
83;7;tree
84;7;tree
85;7;tree
86;7;tree
87;7;tree
88;7;tree
89;7;tree
90;7;tree
91;7;tree
92;7;tree
93;7;tree
94;7;tree
95;7;tree
96;7;tree
97;7;tree
98;7;tree
99;7;tree
100;7;tree
101;7;tree
102;7;tree
103;7;tree
104;7;tree
105;7;tree
106;7;tree
107;7;tree
108;7;tree
109;7;tree
110;7;tree
111;7;tree
112;7;tree
113;7;tree
114;7;tree
115;7;tree
116;7;tree
0;8;tree
1;8;tree
2;8;tree
3;8;tree
4;8;tree
5;8;tree
6;8;tree
7;8;tree
8;8;tree
9;8;tree
10;8;tree
11;8;tree
12;8;tree
13;8;tree
14;8;tree
15;8;tree
16;8;tree
17;8;tree
18;8;tree
19;8;tree
20;8;tree
21;8;tree
22;8;tree
23;8;tree
24;8;tree
25;8;tree
26;8;tree
27;8;tree
28;8;tree
29;8;tree
30;8;tree
31;8;tree
32;8;tree
33;8;tree
34;8;tree
35;8;tree
36;8;tree
37;8;tree
38;8;tree
39;8;tree
40;8;tree
41;8;tree
42;8;tree
43;8;tree
44;8;tree
45;8;tree
46;8;tree
47;8;tree
48;8;tree
49;8;tree
50;8;tree
51;8;tree
52;8;tree
53;8;tree
54;8;tree
55;8;tree
56;8;tree
57;8;tree
58;8;tree
59;8;tree
60;8;tree
61;8;tree
62;8;tree
63;8;tree
64;8;tree
65;8;tree
66;8;tree
67;8;tree
68;8;tree
69;8;tree
70;8;tree
71;8;tree
72;8;tree
73;8;tree
74;8;tree
75;8;tree
76;8;tree
77;8;tree
78;8;tree
79;8;tree
80;8;tree
81;8;tree
82;8;tree
83;8;tree
84;8;tree
85;8;tree
86;8;tree
87;8;tree
88;8;tree
89;8;tree
90;8;tree
91;8;tree
92;8;tree
93;8;tree
94;8;tree
95;8;tree
96;8;tree
97;8;tree
98;8;tree
99;8;tree
100;8;tree
101;8;tree
102;8;tree
103;8;tree
104;8;tree
105;8;tree
106;8;tree
107;8;tree
108;8;tree
109;8;tree
110;8;tree
111;8;tree
112;8;tree
113;8;tree
114;8;tree
115;8;tree
116;8;tree
0;9;tree
1;9;tree
2;9;tree
3;9;tree
4;9;tree
5;9;tree
6;9;tree
7;9;tree
8;9;tree
9;9;tree
10;9;tree
11;9;tree
12;9;tree
13;9;tree
14;9;tree
15;9;tree
16;9;tree
17;9;tree
18;9;tree
19;9;tree
20;9;tree
21;9;tree
22;9;tree
23;9;tree
24;9;tree
25;9;tree
26;9;tree
27;9;tree
28;9;tree
29;9;tree
30;9;tree
31;9;tree
32;9;tree
33;9;tree
34;9;tree
35;9;tree
36;9;tree
37;9;tree
38;9;tree
39;9;tree
40;9;tree
41;9;tree
42;9;tree
43;9;tree
44;9;tree
45;9;tree
46;9;tree
47;9;tree
48;9;tree
49;9;tree
50;9;tree
51;9;tree
52;9;tree
53;9;tree
54;9;tree
55;9;tree
56;9;tree
57;9;tree
58;9;tree
59;9;tree
60;9;tree
61;9;tree
62;9;tree
63;9;tree
64;9;tree
65;9;tree
66;9;tree
67;9;tree
68;9;tree
69;9;tree
70;9;tree
71;9;tree
72;9;tree
73;9;tree
74;9;tree
75;9;tree
76;9;tree
77;9;tree
78;9;tree
79;9;tree
80;9;tree
81;9;tree
82;9;tree
83;9;tree
84;9;tree
85;9;tree
86;9;tree
87;9;tree
88;9;tree
89;9;tree
90;9;tree
91;9;tree
92;9;tree
93;9;tree
94;9;tree
95;9;tree
96;9;tree
97;9;tree
98;9;tree
99;9;tree
100;9;tree
101;9;tree
102;9;tree
103;9;tree
104;9;tree
105;9;tree
106;9;tree
107;9;tree
108;9;tree
109;9;tree
110;9;tree
111;9;tree
112;9;tree
113;9;tree
114;9;tree
115;9;tree
116;9;tree
0;10;tree
1;10;tree
2;10;tree
3;10;tree
4;10;tree
5;10;tree
6;10;tree
7;10;tree
8;10;tree
9;10;tree
10;10;tree
11;10;tree
12;10;tree
13;10;tree
14;10;tree
15;10;tree
16;10;tree
17;10;tree
18;10;tree
19;10;tree
20;10;tree
21;10;tree
22;10;tree
23;10;tree
24;10;tree
25;10;tree
26;10;tree
27;10;tree
28;10;tree
29;10;tree
30;10;tree
31;10;tree
32;10;tree
33;10;tree
34;10;tree
35;10;tree
36;10;tree
37;10;tree
38;10;tree
39;10;tree
40;10;tree
41;10;tree
42;10;tree
43;10;tree
44;10;tree
45;10;tree
46;10;tree
47;10;tree
48;10;tree
49;10;tree
50;10;tree
51;10;tree
52;10;tree
53;10;tree
54;10;tree
55;10;tree
56;10;tree
57;10;tree
58;10;tree
59;10;tree
60;10;tree
61;10;tree
62;10;tree
63;10;tree
64;10;tree
65;10;tree
66;10;tree
67;10;tree
68;10;tree
69;10;tree
70;10;tree
71;10;tree
72;10;tree
73;10;tree
74;10;tree
75;10;tree
76;10;tree
77;10;tree
78;10;tree
79;10;tree
80;10;tree
81;10;tree
82;10;tree
83;10;tree
84;10;tree
85;10;tree
86;10;tree
87;10;tree
88;10;tree
89;10;tree
90;10;tree
91;10;tree
92;10;tree
93;10;tree
94;10;tree
95;10;tree
96;10;tree
97;10;tree
98;10;tree
99;10;tree
100;10;tree
101;10;tree
102;10;tree
103;10;tree
104;10;tree
105;10;tree
106;10;tree
107;10;tree
108;10;tree
109;10;tree
110;10;tree
111;10;tree
112;10;tree
113;10;tree
114;10;tree
115;10;tree
116;10;tree
0;11;tree
1;11;tree
2;11;tree
3;11;tree
4;11;tree
5;11;tree
6;11;tree
7;11;tree
8;11;tree
9;11;tree
10;11;tree
11;11;tree
12;11;tree
13;11;tree
14;11;tree
15;11;tree
16;11;tree
17;11;tree
18;11;tree
19;11;tree
20;11;tree
21;11;tree
22;11;tree
23;11;tree
24;11;tree
25;11;tree
26;11;tree
27;11;tree
28;11;tree
29;11;tree
30;11;tree
31;11;tree
32;11;tree
33;11;tree
34;11;tree
35;11;tree
36;11;tree
37;11;tree
38;11;tree
39;11;tree
40;11;tree
41;11;tree
42;11;tree
43;11;tree
44;11;tree
45;11;tree
46;11;tree
47;11;tree
48;11;tree
49;11;tree
50;11;tree
51;11;tree
52;11;tree
53;11;tree
54;11;tree
55;11;tree
56;11;tree
57;11;tree
58;11;tree
59;11;tree
60;11;tree
61;11;tree
62;11;tree
63;11;tree
64;11;tree
65;11;tree
66;11;tree
67;11;tree
68;11;tree
69;11;tree
70;11;tree
71;11;tree
72;11;tree
73;11;tree
74;11;tree
75;11;tree
76;11;tree
77;11;tree
78;11;tree
79;11;tree
80;11;tree
81;11;tree
82;11;tree
83;11;tree
84;11;tree
85;11;tree
86;11;tree
87;11;tree
88;11;tree
89;11;tree
90;11;tree
91;11;tree
92;11;tree
93;11;tree
94;11;tree
95;11;tree
96;11;tree
97;11;tree
98;11;tree
99;11;tree
100;11;tree
101;11;tree
102;11;tree
103;11;tree
104;11;tree
105;11;tree
106;11;tree
107;11;tree
108;11;tree
109;11;tree
110;11;tree
111;11;tree
112;11;tree
113;11;tree
114;11;tree
115;11;tree
116;11;tree
0;12;tree
1;12;tree
2;12;tree
3;12;tree
4;12;tree
5;12;tree
6;12;tree
7;12;tree
8;12;tree
9;12;tree
10;12;tree
11;12;tree
12;12;tree
13;12;tree
14;12;tree
15;12;tree
16;12;tree
17;12;tree
18;12;tree
19;12;tree
20;12;tree
21;12;tree
22;12;tree
23;12;tree
24;12;tree
25;12;tree
26;12;tree
27;12;tree
28;12;tree
29;12;tree
30;12;tree
31;12;tree
32;12;tree
33;12;tree
34;12;tree
35;12;tree
36;12;tree
37;12;tree
38;12;tree
39;12;tree
40;12;tree
41;12;tree
42;12;tree
43;12;tree
44;12;tree
45;12;tree
46;12;tree
47;12;tree
48;12;tree
49;12;tree
50;12;tree
51;12;tree
52;12;tree
53;12;tree
54;12;tree
55;12;tree
56;12;tree
57;12;tree
58;12;tree
59;12;tree
60;12;tree
61;12;tree
62;12;tree
63;12;tree
64;12;tree
65;12;tree
66;12;tree
67;12;tree
68;12;tree
69;12;tree
70;12;tree
71;12;tree
72;12;tree
73;12;tree
74;12;tree
75;12;tree
76;12;tree
77;12;tree
78;12;tree
79;12;tree
80;12;tree
81;12;tree
82;12;tree
83;12;tree
84;12;tree
85;12;tree
86;12;tree
87;12;tree
88;12;tree
89;12;tree
90;12;tree
91;12;tree
92;12;tree
93;12;tree
94;12;tree
95;12;tree
96;12;tree
97;12;tree
98;12;tree
99;12;tree
100;12;tree
101;12;tree
102;12;tree
103;12;tree
104;12;tree
105;12;tree
106;12;tree
107;12;tree
108;12;tree
109;12;tree
110;12;tree
111;12;tree
112;12;tree
113;12;tree
114;12;tree
115;12;tree
116;12;tree
0;13;tree
1;13;tree
2;13;tree
3;13;tree
4;13;tree
5;13;tree
6;13;tree
7;13;tree
8;13;tree
9;13;tree
10;13;tree
11;13;tree
12;13;tree
13;13;tree
14;13;tree
15;13;tree
16;13;tree
17;13;tree
18;13;tree
19;13;tree
20;13;tree
21;13;tree
22;13;tree
23;13;tree
24;13;tree
25;13;tree
26;13;tree
27;13;tree
28;13;tree
29;13;tree
30;13;tree
31;13;tree
32;13;tree
33;13;tree
34;13;tree
35;13;tree
36;13;tree
37;13;tree
38;13;tree
39;13;tree
40;13;tree
41;13;tree
42;13;tree
43;13;tree
44;13;tree
45;13;tree
46;13;tree
47;13;tree
48;13;tree
49;13;tree
50;13;tree
51;13;tree
52;13;tree
53;13;tree
54;13;tree
55;13;tree
56;13;tree
57;13;tree
58;13;tree
59;13;tree
60;13;tree
61;13;tree
62;13;tree
63;13;tree
64;13;tree
65;13;tree
66;13;tree
67;13;tree
68;13;tree
69;13;tree
70;13;tree
71;13;tree
72;13;tree
73;13;tree
74;13;tree
75;13;tree
76;13;tree
77;13;tree
78;13;tree
79;13;tree
80;13;tree
81;13;tree
82;13;tree
83;13;tree
84;13;tree
85;13;tree
86;13;tree
87;13;tree
88;13;tree
89;13;tree
90;13;tree
91;13;tree
92;13;tree
93;13;tree
94;13;tree
95;13;tree
96;13;tree
97;13;tree
98;13;tree
99;13;tree
100;13;tree
101;13;tree
102;13;tree
103;13;tree
104;13;tree
105;13;tree
106;13;tree
107;13;tree
108;13;tree
109;13;tree
110;13;tree
111;13;tree
112;13;tree
113;13;tree
114;13;tree
115;13;tree
116;13;tree
0;14;tree
1;14;tree
2;14;tree
3;14;tree
4;14;tree
5;14;tree
6;14;tree
7;14;tree
8;14;tree
9;14;tree
10;14;tree
11;14;tree
12;14;tree
13;14;tree
14;14;tree
15;14;tree
16;14;tree
17;14;tree
18;14;tree
19;14;tree
20;14;tree
21;14;tree
22;14;tree
23;14;tree
24;14;tree
25;14;tree
26;14;tree
27;14;tree
28;14;tree
29;14;tree
30;14;tree
31;14;tree
32;14;tree
33;14;tree
34;14;tree
35;14;tree
36;14;tree
37;14;tree
38;14;tree
39;14;tree
40;14;tree
41;14;tree
42;14;tree
43;14;tree
44;14;tree
45;14;tree
46;14;tree
47;14;tree
48;14;tree
49;14;tree
50;14;tree
51;14;tree
52;14;tree
53;14;tree
54;14;tree
55;14;tree
56;14;tree
57;14;tree
58;14;tree
59;14;tree
60;14;tree
61;14;tree
62;14;tree
63;14;tree
64;14;tree
65;14;tree
66;14;tree
67;14;tree
68;14;tree
69;14;tree
70;14;tree
71;14;tree
72;14;tree
73;14;tree
74;14;tree
75;14;tree
76;14;tree
77;14;tree
78;14;tree
79;14;tree
80;14;tree
81;14;tree
82;14;tree
83;14;tree
84;14;tree
85;14;tree
86;14;tree
87;14;tree
88;14;tree
89;14;tree
90;14;tree
91;14;tree
92;14;tree
93;14;tree
94;14;tree
95;14;tree
96;14;tree
97;14;tree
98;14;tree
99;14;tree
100;14;tree
101;14;tree
102;14;tree
103;14;tree
104;14;tree
105;14;tree
106;14;tree
107;14;tree
108;14;tree
109;14;tree
110;14;tree
111;14;tree
112;14;tree
113;14;tree
114;14;tree
115;14;tree
116;14;tree
0;15;tree
1;15;tree
2;15;tree
3;15;tree
4;15;tree
5;15;tree
6;15;tree
7;15;tree
8;15;tree
9;15;tree
10;15;tree
11;15;tree
12;15;tree
13;15;tree
14;15;tree
15;15;tree
16;15;tree
17;15;tree
18;15;tree
19;15;tree
20;15;tree
21;15;tree
22;15;tree
23;15;tree
24;15;tree
25;15;tree
26;15;tree
27;15;tree
28;15;tree
29;15;tree
30;15;tree
31;15;tree
32;15;tree
33;15;tree
34;15;tree
35;15;tree
36;15;tree
37;15;tree
38;15;tree
39;15;tree
40;15;tree
41;15;tree
42;15;tree
43;15;tree
44;15;tree
45;15;tree
46;15;tree
47;15;tree
48;15;tree
49;15;tree
50;15;tree
51;15;tree
52;15;tree
53;15;tree
54;15;tree
55;15;tree
56;15;tree
57;15;tree
58;15;tree
59;15;tree
60;15;tree
61;15;tree
62;15;tree
63;15;tree
64;15;tree
65;15;tree
66;15;tree
67;15;tree
68;15;tree
69;15;tree
70;15;tree
71;15;tree
72;15;tree
73;15;tree
74;15;tree
75;15;tree
76;15;tree
77;15;tree
78;15;tree
79;15;tree
80;15;tree
81;15;tree
82;15;tree
83;15;tree
84;15;tree
85;15;tree
86;15;tree
87;15;tree
88;15;tree
89;15;tree
90;15;tree
91;15;tree
92;15;tree
93;15;tree
94;15;tree
95;15;tree
96;15;tree
97;15;tree
98;15;tree
99;15;tree
100;15;tree
101;15;tree
102;15;tree
103;15;tree
104;15;tree
105;15;tree
106;15;tree
107;15;tree
108;15;tree
109;15;tree
110;15;tree
111;15;tree
112;15;tree
113;15;tree
114;15;tree
115;15;tree
116;15;tree
0;16;tree
1;16;tree
2;16;tree
3;16;tree
4;16;tree
5;16;tree
6;16;tree
7;16;tree
8;16;tree
9;16;tree
10;16;tree
11;16;tree
12;16;tree
13;16;tree
14;16;tree
15;16;tree
16;16;tree
17;16;tree
18;16;tree
19;16;tree
20;16;tree
21;16;tree
22;16;tree
23;16;tree
24;16;tree
25;16;tree
26;16;tree
27;16;tree
28;16;tree
29;16;tree
30;16;tree
31;16;tree
32;16;tree
33;16;tree
34;16;tree
35;16;tree
36;16;tree
37;16;tree
38;16;tree
39;16;tree
40;16;tree
41;16;tree
42;16;tree
43;16;tree
44;16;tree
45;16;tree
46;16;tree
47;16;tree
48;16;tree
49;16;tree
50;16;tree
51;16;tree
52;16;tree
53;16;tree
54;16;tree
55;16;tree
56;16;tree
57;16;tree
58;16;tree
59;16;tree
60;16;tree
61;16;tree
62;16;tree
63;16;tree
64;16;tree
65;16;tree
66;16;tree
67;16;tree
68;16;tree
69;16;tree
70;16;tree
71;16;tree
72;16;tree
73;16;tree
74;16;tree
75;16;tree
76;16;tree
77;16;tree
78;16;tree
79;16;tree
80;16;tree
81;16;tree
82;16;tree
83;16;tree
84;16;tree
85;16;tree
86;16;tree
87;16;tree
88;16;tree
89;16;tree
90;16;tree
91;16;tree
92;16;tree
93;16;tree
94;16;tree
95;16;tree
96;16;tree
97;16;tree
98;16;tree
99;16;tree
100;16;tree
101;16;tree
102;16;tree
103;16;tree
104;16;tree
105;16;tree
106;16;tree
107;16;tree
108;16;tree
109;16;tree
110;16;tree
111;16;tree
112;16;tree
113;16;tree
114;16;tree
115;16;tree
116;16;tree
0;17;tree
1;17;tree
2;17;tree
3;17;tree
4;17;tree
5;17;tree
6;17;tree
7;17;tree
8;17;tree
